ADQ Statistiikka: 

[aika(Ms)][siirtojenLkm]
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999

OmanPinon Statistiikka: 
[aika(Ms)][siirtojenLkm]
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
0,999
